session,params,fit,nb_mean,nb_min,robust,n,tpd,R,R_trade,pfR,t,R_h1,R_h2,maxDD
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 80.0, ""std_sl"": 30.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.003,2.713,-1.0,2.713,277,0.79,80.08,0.2891,1.507,3.003,47.94,32.14,-9.89
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 150.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",3.003,2.686,-1.0,2.686,320,0.91,116.44,0.3639,1.52,3.003,68.74,47.7,-15.6
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.002,2.455,-1.0,2.455,229,0.65,82.2,0.359,1.603,3.002,54.34,27.86,-8.7
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",3.001,2.423,-1.0,2.423,286,0.81,95.81,0.335,1.53,3.001,60.53,35.28,-9.92
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.999,2.935,2.665,2.935,295,0.84,106.26,0.3602,1.558,2.999,83.34,22.92,-19.95
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",2.999,2.446,-1.0,2.446,268,0.76,118.77,0.4432,1.615,2.999,51.15,67.62,-14.59
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 80.0, ""std_sl"": 35.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",2.998,2.858,1.954,2.858,320,0.91,93.85,0.2933,1.494,2.998,56.78,37.07,-14.5
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 80.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 100.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.997,2.475,-1.0,2.475,233,0.66,73.36,0.3148,1.529,2.997,43.03,30.33,-12.03
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",2.996,2.464,-1.0,2.464,224,0.64,86.72,0.3871,1.599,2.996,57.41,29.31,-7.09
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.996,2.98,2.667,2.98,287,0.82,105.06,0.3661,1.525,2.996,70.38,34.69,-17.18
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 100.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.995,2.951,2.604,2.951,224,0.64,75.03,0.335,1.556,2.995,49.15,25.88,-7.84
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 80.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.994,2.719,-1.0,2.719,229,0.65,81.88,0.3576,1.566,2.994,45.9,35.98,-13.36
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 150.0, ""min_bos"": 20.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",2.992,2.767,-1.0,2.767,269,0.76,118.44,0.4403,1.581,2.992,73.88,44.56,-17.9
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.992,2.437,-1.0,2.437,277,0.79,94.14,0.3398,1.533,2.992,68.72,25.42,-14.45
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.991,2.497,-1.0,2.497,306,0.87,143.44,0.4688,1.614,2.991,82.18,61.25,-16.99
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.989,2.755,-1.0,2.755,233,0.66,109.65,0.4706,1.644,2.989,57.81,51.84,-12.61
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 15.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",2.988,2.441,-1.0,2.441,224,0.64,112.05,0.5002,1.663,2.988,64.1,47.95,-13.29
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.987,2.27,-1.0,2.27,277,0.79,111.98,0.4043,1.566,2.987,72.85,39.13,-12.87
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.987,2.733,-1.0,2.733,257,0.73,118.85,0.4624,1.62,2.987,49.44,69.4,-13.1
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",2.987,2.207,-1.0,2.207,224,0.64,117.15,0.523,1.697,2.987,67.5,49.65,-12.68
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.987,2.742,-1.0,2.742,257,0.73,108.36,0.4216,1.599,2.987,63.53,44.83,-11.33
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 60.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.986,2.458,-1.0,2.458,269,0.76,131.74,0.4897,1.635,2.986,81.18,50.57,-19.52
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 125.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",2.984,2.84,1.866,2.84,1136,3.23,151.99,0.1338,1.233,2.984,82.72,69.27,-28.39
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",2.983,2.906,2.36,2.906,269,0.76,92.92,0.3454,1.532,2.983,63.4,29.52,-10.7
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.982,2.463,-1.0,2.463,224,0.64,106.85,0.477,1.649,2.982,67.05,39.79,-11.99
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.982,2.688,-1.0,2.688,224,0.64,106.85,0.477,1.649,2.982,67.05,39.79,-11.99
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.98,2.471,-1.0,2.471,224,0.64,75.54,0.3372,1.55,2.98,48.5,27.05,-7.84
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.98,2.701,-1.0,2.701,224,0.64,102.84,0.4591,1.628,2.98,64.3,38.54,-13.89
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.98,2.481,-1.0,2.481,309,0.88,105.37,0.341,1.509,2.98,77.7,27.66,-21.76
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",2.98,2.151,-1.0,2.151,224,0.64,102.84,0.4591,1.628,2.98,64.3,38.54,-13.89
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",2.978,2.696,-1.0,2.696,269,0.76,117.14,0.4355,1.603,2.978,80.06,37.08,-17.68
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 0.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.978,2.569,-1.0,2.569,314,0.89,105.03,0.3345,1.524,2.978,57.46,47.57,-16.37
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 80.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.977,2.26,-1.0,2.26,244,0.69,116.58,0.4778,1.649,2.977,55.04,61.54,-13.31
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.976,2.419,-1.0,2.419,328,0.93,136.85,0.4172,1.569,2.976,88.33,48.52,-18.59
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 0.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.975,2.695,-1.0,2.695,232,0.66,96.35,0.4153,1.612,2.975,58.27,38.07,-9.59
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 30.0, ""big_tp"": 80.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",2.974,2.209,-1.0,2.209,253,0.72,101.04,0.3994,1.607,2.974,49.02,52.02,-12.52
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.972,2.951,2.42,2.951,443,1.26,138.61,0.3129,1.496,2.972,99.77,38.84,-16.01
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",2.97,2.471,-1.0,2.471,270,0.77,131.84,0.4883,1.641,2.97,63.81,68.03,-13.92
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 150.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.968,2.663,-1.0,2.663,233,0.66,122.43,0.5255,1.674,2.968,59.1,63.34,-12.69
