session,params,fit,nb_mean,nb_min,robust,n,tpd,R,R_trade,pfR,t,R_h1,R_h2,maxDD
LDN,"{""offset"": 30, ""window"": 150, ""exit"": ""hard"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 6.0, ""big_sl"": 10.0, ""big_tp"": 24.0, ""std_sl"": 14.0, ""std_tp"": 24.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 24.0, ""min_fv"": 80.0, ""min_bos"": 6.0, ""disp_pts"": 16.0, ""stack_gap"": 4.0}",0.284,-0.438,-1.0,-0.438,123,0.35,4.29,0.0349,1.065,0.284,0.67,3.62,-8.87
LDN,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 32.0, ""std_sl"": 8.0, ""std_tp"": 12.0, ""leg_gap"": 10.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 0.0, ""disp_pts"": 8.0, ""stack_gap"": 6.0}",0.282,-0.189,-1.0,-0.189,126,0.36,10.97,0.0871,1.085,0.282,1.31,9.66,-45.28
LDN,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 14.0, ""big_tp"": 60.0, ""std_sl"": 14.0, ""std_tp"": 14.0, ""leg_gap"": 8.0, ""leg_sl"": 10.0, ""leg_tp"": 56.0, ""min_fv"": 16.0, ""min_bos"": 4.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.236,-0.061,-1.0,-0.061,306,0.87,6.66,0.0218,1.032,0.236,4.82,1.84,-34.88
LDN,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.227,-0.123,-1.0,-0.123,100,0.28,10.16,0.1016,1.098,0.227,8.51,1.65,-33.2
LDN,"{""offset"": 30, ""window"": 150, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 6.0, ""big_sl"": 10.0, ""big_tp"": 52.0, ""std_sl"": 14.0, ""std_tp"": 16.75, ""leg_gap"": 10.0, ""leg_sl"": 14.0, ""leg_tp"": 36.0, ""min_fv"": 60.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.209,-0.388,-1.0,-0.388,108,0.31,7.84,0.0726,1.078,0.209,2.45,5.39,-32.61
LDN,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 4.0, ""big_sl"": 16.0, ""big_tp"": 52.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 46.0, ""min_fv"": 40.0, ""min_bos"": 0.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.195,-0.166,-1.0,-0.166,114,0.32,9.34,0.082,1.079,0.195,4.88,4.47,-33.97
LDN,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 4.0, ""big_sl"": 16.0, ""big_tp"": 52.0, ""std_sl"": 10.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 18.0, ""leg_tp"": 36.0, ""min_fv"": 60.0, ""min_bos"": 4.0, ""disp_pts"": 8.0, ""stack_gap"": 4.0}",0.187,-0.265,-1.0,-0.265,92,0.26,4.86,0.0529,1.078,0.187,4.36,0.5,-19.65
LDN,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 4.0, ""big_sl"": 20.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 6.0, ""leg_sl"": 18.0, ""leg_tp"": 36.0, ""min_fv"": 50.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 6.0}",0.181,-0.338,-1.0,-0.338,133,0.38,6.69,0.0503,1.062,0.181,1.33,5.36,-26.59
LDN,"{""offset"": 30, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 4.0, ""big_sl"": 12.0, ""big_tp"": 60.0, ""std_sl"": 12.0, ""std_tp"": 14.0, ""leg_gap"": 8.0, ""leg_sl"": 10.0, ""leg_tp"": 56.0, ""min_fv"": 80.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 4.0}",0.163,-0.477,-1.0,-0.477,398,1.13,6.96,0.0175,1.022,0.163,2.4,4.56,-31.52
LDN,"{""offset"": 30, ""window"": 150, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 0, ""big_thr"": 6.0, ""big_sl"": 12.0, ""big_tp"": 52.0, ""std_sl"": 12.0, ""std_tp"": 12.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 56.0, ""min_fv"": 60.0, ""min_bos"": 8.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.153,-0.461,-1.0,-0.461,227,0.64,8.23,0.0363,1.037,0.153,7.98,0.25,-31.5
LDN,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": false, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 10.0, ""big_tp"": 46.0, ""std_sl"": 10.0, ""std_tp"": 16.75, ""leg_gap"": 4.0, ""leg_sl"": 18.0, ""leg_tp"": 36.0, ""min_fv"": 50.0, ""min_bos"": 0.0, ""disp_pts"": 12.0, ""stack_gap"": 6.0}",0.119,-0.504,-1.0,-0.504,124,0.35,1.65,0.0133,1.023,0.119,0.65,1.0,-8.55
LDN,"{""offset"": 30, ""window"": 150, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 6.0, ""big_sl"": 14.0, ""big_tp"": 60.0, ""std_sl"": 14.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 60.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 6.0}",0.118,-0.282,-1.0,-0.282,193,0.55,5.65,0.0293,1.031,0.118,0.75,4.9,-26.57
LDN,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 14.0, ""big_tp"": 24.0, ""std_sl"": 14.0, ""std_tp"": 24.0, ""leg_gap"": 8.0, ""leg_sl"": 18.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 8.0, ""disp_pts"": 16.0, ""stack_gap"": 6.0}",0.034,-0.291,-1.0,-0.291,181,0.51,0.56,0.0031,1.005,0.034,0.13,0.43,-12.12
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.605,3.17,-1.0,3.17,253,0.72,147.97,0.5848,1.849,3.605,85.23,62.73,-11.84
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",3.563,3.478,3.038,3.478,306,0.87,145.9,0.4768,1.721,3.563,92.81,53.09,-16.53
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.557,2.923,-1.0,2.923,285,0.81,136.43,0.4787,1.716,3.557,93.09,43.33,-13.9
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 80.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.544,2.823,-1.0,2.823,336,0.95,145.61,0.4334,1.646,3.544,85.2,60.41,-16.43
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",3.531,2.952,-1.0,2.952,260,0.74,129.48,0.498,1.775,3.531,77.45,52.03,-11.8
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.477,2.822,-1.0,2.822,293,0.83,135.42,0.4622,1.687,3.477,88.85,46.57,-18.55
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.442,3.114,-1.0,3.114,253,0.72,131.94,0.5215,1.789,3.442,75.36,56.58,-13.08
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.44,2.809,-1.0,2.809,320,0.91,147.08,0.4596,1.676,3.44,99.31,47.76,-20.65
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.436,2.844,-1.0,2.844,241,0.68,135.14,0.5608,1.811,3.436,80.43,54.72,-10.78
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.433,2.74,-1.0,2.74,279,0.79,120.43,0.4316,1.647,3.433,77.56,42.86,-14.95
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",3.43,3.106,-1.0,3.106,290,0.82,134.17,0.4627,1.686,3.43,90.51,43.66,-13.9
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.426,2.808,-1.0,2.808,269,0.76,124.01,0.461,1.686,3.426,85.48,38.54,-12.39
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.422,3.266,2.278,3.266,279,0.79,132.81,0.476,1.689,3.422,80.08,52.73,-15.82
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 40.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.414,3.058,-1.0,3.058,269,0.76,101.36,0.3768,1.629,3.414,65.18,36.18,-8.12
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.41,3.239,2.122,3.239,253,0.72,147.65,0.5836,1.835,3.41,79.71,67.95,-12.6
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",3.399,3.074,-1.0,3.074,290,0.82,126.97,0.4378,1.691,3.399,84.41,42.56,-13.92
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 80.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.398,2.678,-1.0,2.678,241,0.68,101.91,0.4228,1.694,3.398,61.65,40.26,-12.53
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 40.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.393,3.018,-1.0,3.018,224,0.64,113.6,0.5071,1.765,3.393,74.0,39.6,-12.04
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",3.388,2.775,-1.0,2.775,229,0.65,111.44,0.4867,1.745,3.388,70.25,41.19,-12.04
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",3.388,3.324,2.763,3.324,277,0.79,125.53,0.4532,1.667,3.388,83.81,41.72,-12.87
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.376,2.806,-1.0,2.806,290,0.82,126.45,0.436,1.646,3.376,80.62,45.82,-13.29
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.376,3.084,-1.0,3.084,248,0.7,126.88,0.5116,1.778,3.376,81.04,45.83,-13.07
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.373,2.717,-1.0,2.717,277,0.79,108.35,0.3912,1.648,3.373,64.97,43.38,-11.24
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.36,2.766,-1.0,2.766,277,0.79,124.78,0.4505,1.647,3.36,78.63,46.15,-12.87
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.357,3.174,2.649,3.174,232,0.66,99.64,0.4295,1.698,3.357,61.43,38.2,-7.47
