track,inst,tag,sel_folds,robust_max,params,short_train0_days,short_train0_n,short_train0_Rday,short_train0_t,short_train0_maxDD,short_held0_days,short_held0_n,short_held0_Rday,short_held0_t,short_held0_maxDD,short_win_days,short_win_n,short_win_Rday,short_win_t,short_win_maxDD,final_days,final_n,final_Rday,final_t,final_maxDD,stress_days,stress_n,stress_Rday,stress_t,stress_maxDD,short_train1_days,short_train1_n,short_train1_Rday,short_train1_t,short_train1_maxDD,short_held1_days,short_held1_n,short_held1_Rday,short_held1_t,short_held1_maxDD,short_train2_days,short_train2_n,short_train2_Rday,short_train2_t,short_train2_maxDD,short_held2_days,short_held2_n,short_held2_Rday,short_held2_t,short_held2_maxDD,short_train3_days,short_train3_n,short_train3_Rday,short_train3_t,short_train3_maxDD,short_held3_days,short_held3_n,short_held3_Rday,short_held3_t,short_held3_maxDD,pre2024_Rday,since2024_Rday,R_2016,R_2017,R_2018,R_2019,R_2020,R_2021,R_2022,R_2023,R_2024,R_2025,R_2026,short_held0_pre_Rday,short_held0_post_Rday,short_held1_pre_Rday,short_held1_post_Rday,short_held2_pre_Rday,short_held2_post_Rday,short_held3_pre_Rday,short_held3_post_Rday,A0,A1,A2,A3,A_held,A_4folds,B_stress,C_final,ALL,AC
short,FRA40,S21,1,1.271,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 3.0}",363,185,0.0549,0.661,-28.17,87,38,0.0448,0.308,-8.05,450,223,0.0529,0.728,-33.93,38,30,0.2343,0.675,-5.99,205,118,-0.1282,-1.147,-38.71,348,171,0.1499,1.673,-20.21,102,52,-0.2779,-3.095,-30.88,350,174,0.052,0.607,-27.1,100,49,0.0563,0.428,-13.22,348,169,-0.0045,-0.059,-32.97,102,54,0.2488,1.311,-9.34,-0.1282,0.0115,,,,,,,,-26.3,-20.1,10.9,25.4,,0.0448,,-0.2779,,0.0563,,0.2488,True,False,True,True,False,3,False,True,False,False
short,FRA40,S22,1,1.257,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 0}",363,227,0.0689,0.919,-25.78,87,47,0.0846,0.598,-6.34,450,274,0.0719,1.084,-28.98,38,38,-0.144,-0.574,-13.82,205,140,-0.1261,-1.332,-39.13,348,210,0.1672,2.105,-16.99,102,64,-0.2533,-2.429,-34.75,350,214,0.0773,1.031,-22.46,100,60,0.0532,0.373,-12.16,348,208,0.0054,0.075,-28.6,102,66,0.2991,1.878,-9.46,-0.1261,0.0111,,,,,,,,-25.8,-26.2,21.3,6.5,,0.0846,,-0.2533,,0.0532,,0.2991,True,False,True,True,False,3,False,False,False,False
short,FRA40,S23,1,1.248,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 0, ""partial"": 1.5, ""trail"": 3.0}",363,115,0.0438,1.044,-10.05,87,22,0.0906,0.978,-4.41,450,137,0.0528,1.38,-10.78,38,9,0.0566,0.486,-3.01,205,51,-0.063,-1.454,-13.71,348,106,0.0947,2.109,-8.5,102,31,-0.0901,-1.301,-17.13,350,107,0.0322,0.754,-11.0,100,30,0.1251,1.461,-3.4,348,102,0.0368,0.85,-8.32,102,35,0.1074,1.316,-6.38,-0.063,0.0308,,,,,,,,-12.9,3.8,-0.0,17.8,,0.0906,,-0.0901,,0.1251,,0.1074,True,False,True,True,False,3,False,True,False,False
short,FRA40,S24,1,1.218,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 25, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",363,166,0.0544,0.633,-36.47,87,40,0.1488,0.785,-18.16,450,206,0.0726,0.926,-30.3,38,18,0.0718,0.254,-11.28,205,71,-0.1178,-1.416,-28.47,348,158,0.1627,1.737,-26.64,102,48,-0.2345,-1.82,-34.25,350,159,0.0549,0.628,-28.72,100,47,0.1346,0.766,-9.09,348,159,0.0016,0.018,-40.21,102,47,0.3152,1.696,-14.82,-0.1178,0.0233,,,,,,,,-24.1,10.9,-2.3,8.9,,0.1488,,-0.2345,,0.1346,,0.3152,True,False,True,True,False,3,False,True,False,False
short,FRA40,S25,1,1.158,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 2.0}",363,227,0.0026,0.045,-23.33,87,47,0.0482,0.402,-6.44,450,274,0.0114,0.219,-25.77,38,38,0.0029,0.012,-9.3,205,140,-0.0995,-1.304,-23.94,348,210,0.0909,1.485,-14.0,102,64,-0.2596,-2.784,-33.43,350,214,0.0229,0.379,-20.01,100,60,-0.0289,-0.282,-11.73,348,208,-0.0361,-0.62,-37.75,102,66,0.1737,1.505,-9.55,-0.0995,-0.0285,,,,,,,,-20.4,-23.1,11.9,-6.6,,0.0482,,-0.2596,,-0.0289,,0.1737,True,False,False,True,False,2,False,True,False,False
short,FRA40,S26,1,1.151,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 0, ""partial"": 1.5, ""trail"": 0}",363,157,0.059,1.213,-19.07,87,37,0.084,0.78,-6.84,450,194,0.0638,1.437,-25.07,38,17,-0.1375,-1.023,-7.4,205,78,-0.0884,-1.648,-22.22,348,148,0.1111,2.194,-15.64,102,46,-0.0974,-1.073,-18.18,350,154,0.0568,1.123,-24.83,100,40,0.0885,0.953,-3.36,348,147,0.0242,0.487,-17.5,102,47,0.1991,2.051,-7.86,-0.0884,0.0091,,,,,,,,-18.1,-12.3,1.5,11.3,,0.084,,-0.0974,,0.0885,,0.1991,True,False,True,True,False,3,False,False,False,False
short,FRA40,S27,"1,2",1.145,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 0, ""trail"": 0}",363,135,0.0984,1.17,-22.47,87,28,0.074,0.455,-7.99,450,163,0.0937,1.253,-22.15,38,13,-0.0482,-0.25,-7.91,205,65,-0.2201,-3.367,-46.59,348,125,0.1231,1.428,-13.62,102,38,-0.0066,-0.044,-21.5,350,128,0.0987,1.184,-19.76,100,35,0.0761,0.455,-8.4,348,123,0.0621,0.749,-20.44,102,40,0.2015,1.192,-11.51,-0.2201,0.062,,,,,,,,-45.1,8.8,28.0,0.6,,0.074,,-0.0066,,0.0761,,0.2015,True,False,True,True,False,3,False,False,False,False
short,FRA40,S28,1,1.14,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 3.0}",363,227,0.0332,0.46,-26.15,87,47,0.0988,0.639,-7.01,450,274,0.0459,0.701,-28.69,38,38,-0.2258,-0.889,-11.57,205,140,-0.2196,-2.466,-47.39,348,210,0.1457,1.872,-18.17,102,64,-0.2944,-2.726,-35.45,350,214,0.0293,0.396,-27.55,100,60,0.104,0.736,-10.21,348,208,-0.0217,-0.307,-30.16,102,66,0.2765,1.756,-10.14,-0.2196,0.0069,,,,,,,,-45.0,-13.1,5.6,3.3,,0.0988,,-0.2944,,0.104,,0.2765,True,False,True,True,False,3,False,False,False,False
short,FRA40,S29,2,1.188,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 240, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 2.0}",363,93,0.0633,1.248,-7.69,87,21,0.1349,1.199,-3.71,450,114,0.0771,1.664,-8.45,38,17,-0.0175,-0.086,-9.07,205,45,-0.0501,-1.043,-12.33,348,84,0.1064,2.046,-8.76,102,30,-0.0229,-0.227,-9.38,350,92,0.1049,1.894,-8.19,100,22,-0.02,-0.263,-6.45,348,86,0.0461,0.911,-10.72,102,28,0.1829,1.683,-5.28,-0.0501,0.0514,,,,,,,,-10.3,3.1,15.1,13.6,,0.1349,,-0.0229,,-0.02,,0.1829,True,False,False,True,False,2,False,False,False,False
short,FRA40,S30,2,0.994,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 60, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 1.5}",363,92,0.0358,0.97,-7.26,87,20,0.0451,0.534,-3.45,450,112,0.0376,1.107,-9.5,38,15,0.0738,0.493,-4.13,205,45,0.0063,0.161,-3.79,348,82,0.0486,1.321,-6.66,102,30,0.0001,0.001,-10.04,350,91,0.0507,1.271,-8.75,100,21,-0.0081,-0.131,-4.82,348,84,0.0202,0.53,-10.39,102,28,0.0969,1.309,-5.3,0.0063,0.0128,,,,,,,,1.3,-3.1,7.3,6.7,,0.0451,,0.0001,,-0.0081,,0.0969,True,False,False,True,False,2,False,True,False,False
short,FRA40,S31,2,0.758,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 0, ""partial"": 0, ""trail"": 2.0}",363,159,0.0351,0.513,-23.97,87,38,0.1197,0.881,-4.27,450,197,0.0515,0.841,-25.78,38,19,-0.1327,-0.532,-11.07,205,73,-0.1512,-2.489,-36.31,348,152,0.0779,1.161,-17.22,102,45,-0.0388,-0.272,-23.83,350,155,0.0816,1.113,-28.85,100,42,-0.0539,-0.544,-10.32,348,152,-0.0126,-0.196,-19.81,102,45,0.2702,1.756,-10.32,-0.1512,-0.0091,,,,,,,,-31.0,-27.6,6.6,10.1,,0.1197,,-0.0388,,-0.0539,,0.2702,True,False,False,True,False,2,False,False,False,False
short,FRA40,S32,2,1.112,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 180, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 0}",363,100,0.0336,0.65,-12.88,87,22,0.1357,1.119,-3.63,450,122,0.0533,1.115,-13.99,38,18,-0.2646,-1.572,-13.5,205,51,-0.0717,-1.262,-21.68,348,92,0.0996,1.805,-8.49,102,30,-0.1045,-1.115,-19.7,350,98,0.0728,1.294,-12.93,100,24,-0.0149,-0.172,-7.17,348,91,0.0188,0.361,-12.63,102,31,0.1711,1.51,-6.14,-0.0717,0.0271,,,,,,,,-14.7,-3.3,13.9,-3.5,,0.1357,,-0.1045,,-0.0149,,0.1711,True,False,False,True,False,2,False,False,False,False
short,FRA40,S33,2,0.668,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",363,93,0.0398,0.797,-12.75,87,21,0.172,1.479,-3.5,450,114,0.0654,1.415,-10.6,38,16,-0.0645,-0.367,-10.51,205,45,-0.0399,-0.721,-14.36,348,84,0.1207,2.248,-9.5,102,30,-0.1234,-1.419,-16.02,350,92,0.0573,1.093,-10.67,100,22,0.0936,0.957,-2.36,348,86,0.0392,0.761,-11.35,102,28,0.1548,1.5,-7.01,-0.0399,0.0437,,,,,,,,-8.2,2.0,11.9,11.3,,0.172,,-0.1234,,0.0936,,0.1548,True,False,True,True,True,3,False,False,False,False
short,FRA40,S34,2,0.654,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 60, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",363,92,0.0195,0.416,-14.02,87,20,0.2164,1.483,-3.5,450,112,0.0576,1.217,-11.08,38,15,-0.009,-0.05,-6.35,205,45,-0.0293,-0.568,-13.71,348,82,0.1006,1.874,-7.66,102,30,-0.0892,-0.903,-16.17,350,91,0.066,1.191,-9.74,100,21,0.028,0.319,-5.07,348,84,0.0418,0.757,-12.73,102,28,0.1114,1.239,-6.26,-0.0293,0.0381,,,,,,,,-6.0,0.5,14.9,8.3,,0.2164,,-0.0892,,0.028,,0.1114,True,False,True,True,True,3,False,False,False,False
short,FRA40,S35,2,0.649,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 2.0}",363,167,0.0281,0.508,-22.86,87,39,0.1073,0.879,-5.12,450,206,0.0434,0.86,-24.83,38,18,-0.2395,-1.47,-12.43,205,80,-0.0891,-1.435,-23.38,348,158,0.0784,1.365,-17.82,102,48,-0.0759,-0.722,-21.81,350,161,0.0513,0.891,-21.49,100,45,0.0159,0.151,-8.64,348,157,0.018,0.317,-15.36,102,49,0.1303,1.18,-10.34,-0.0891,0.011,,,,,,,,-18.3,-2.7,0.5,0.0,,0.1073,,-0.0759,,0.0159,,0.1303,True,False,False,True,False,2,False,False,False,False
short,FRA40,S36,2,0.996,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 180, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 0, ""partial"": 1.5, ""trail"": 3.0}",363,101,0.0294,0.658,-9.13,87,23,0.1462,1.388,-3.5,450,124,0.052,1.254,-10.82,38,19,-0.0565,-0.255,-9.18,205,51,-0.037,-0.731,-17.39,348,94,0.0956,1.97,-7.96,102,30,-0.0967,-1.274,-15.83,350,99,0.0653,1.357,-9.79,100,25,0.0052,0.065,-4.67,348,93,0.0278,0.627,-11.26,102,31,0.1346,1.31,-6.52,-0.037,0.0281,,,,,,,,-7.6,-3.2,8.2,10.6,,0.1462,,-0.0967,,0.0052,,0.1346,True,False,False,True,False,2,False,False,False,False
short,FRA40,S37,3,0.826,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 2.0, ""trail"": 0}",363,122,0.0279,0.518,-23.39,87,21,0.0523,0.447,-9.05,450,143,0.0326,0.666,-30.45,38,8,-0.0714,-1.412,-2.71,205,49,-0.1085,-3.98,-22.24,348,107,0.0063,0.121,-26.77,102,36,0.1225,0.997,-6.31,350,112,0.0369,0.664,-21.28,100,31,0.0178,0.171,-10.53,348,105,0.0669,1.137,-16.49,102,38,-0.0842,-1.06,-16.07,-0.1085,0.008,,,,,,,,-22.2,0.3,-14.0,16.0,,0.0523,,0.1225,,0.0178,,-0.0842,True,True,True,False,False,3,False,False,False,False
short,FRA40,S38,3,0.839,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 0}",363,119,0.0818,1.355,-11.52,87,30,0.0594,0.516,-7.55,450,149,0.0775,1.447,-14.93,38,12,-0.0645,-0.423,-5.95,205,53,-0.0443,-0.817,-15.35,348,114,0.0848,1.446,-12.65,102,35,0.0524,0.417,-18.65,350,114,0.0504,0.893,-18.47,100,35,0.1723,1.25,-4.57,348,118,0.0959,1.486,-11.47,102,31,0.0146,0.171,-9.65,-0.0443,0.0488,,,,,,,,-9.1,14.7,5.5,8.1,,0.0594,,0.0524,,0.1723,,0.0146,True,True,True,False,False,3,False,False,False,False
short,FRA40,S39,3,0.585,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",363,171,0.0449,0.467,-41.01,87,35,0.1458,0.765,-9.88,450,206,0.0644,0.749,-44.13,38,17,-0.1624,-0.624,-15.13,205,77,0.0125,0.113,-24.78,348,156,0.0513,0.564,-33.92,102,50,0.1091,0.501,-25.63,350,158,0.0953,0.972,-32.78,100,48,-0.0437,-0.246,-22.77,348,154,0.0887,0.884,-32.65,102,52,-0.0186,-0.115,-23.11,0.0125,0.0231,,,,,,,,2.6,20.0,-29.8,18.2,,0.1458,,0.1091,,-0.0437,,-0.0186,True,True,False,False,False,2,False,False,False,False
short,FRA40,S40,3,0.565,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 180, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",363,163,0.0228,0.256,-41.96,87,33,0.1504,0.839,-8.01,450,196,0.0475,0.593,-44.56,38,16,-0.1335,-0.525,-13.88,205,74,-0.0273,-0.264,-24.78,348,149,0.0378,0.446,-32.35,102,47,0.0807,0.397,-26.42,350,151,0.0747,0.815,-36.09,100,45,-0.0478,-0.293,-20.21,348,146,0.0795,0.847,-29.42,102,50,-0.0616,-0.415,-25.27,-0.0273,0.0184,,,,,,,,-5.6,24.3,-32.2,14.4,,0.1504,,0.0807,,-0.0478,,-0.0616,True,True,False,False,False,2,False,False,False,False
short,FRA40,S41,3,0.404,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 150, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 3.0, ""trail"": 0}",363,128,0.0654,0.994,-28.16,87,28,-0.0325,-0.347,-9.35,450,156,0.0464,0.828,-30.5,38,8,-0.0988,-2.01,-3.76,205,65,-0.0083,-0.108,-10.34,348,119,0.0376,0.598,-21.66,102,37,0.0768,0.621,-11.21,350,118,0.0303,0.522,-22.05,100,38,0.103,0.688,-11.98,348,120,0.0702,1.021,-23.5,102,36,-0.0345,-0.442,-14.86,-0.0083,0.0117,,,,,,,,-1.7,16.5,-15.8,3.0,,-0.0325,,0.0768,,0.103,,-0.0345,False,True,True,False,False,2,False,False,False,False
